numSample,radar_X_m,radar_Y_m,radar_Z_m,dim_X_m,dim_Y_m,dim_Z_m,rotation_y,class
1941,45.53,-0.14,0.09,4.7,2.0,1.55,0.0,1
1942,45.94,-0.14,0.5,4.7,2.0,1.7,0.0,1
1943,46.16,-0.21,-0.42,4.7,2.0,1.7,0.0,1
1944,46.4,-0.2,0.24,4.7,2.0,1.7,0.0,1
1945,46.59,-0.26,-0.46,4.7,2.0,1.7,0.0,1
1946,46.72,-0.29,0.71,4.7,2.0,2.07,0.0,1
1947,47.05,-0.42,-0.33,4.7,2.0,1.7,0.0,1
1949,47.32,-0.35,-1.09,4.7,2.0,1.7,0.0,1
1957,49.23,-0.77,-0.45,4.7,2.0,1.79,0.0,1
1962,53.1,-0.86,-0.66,4.7,2.0,1.7,0.0,1
1965,26.7,2.78,-0.05,4.7,2.0,1.7,3.14,1
1965,54.31,-0.72,-1.18,4.7,2.0,1.7,0.0,1
1967,57.32,-0.67,-0.5,4.7,2.0,1.7,0.0,1
1968,57.59,-0.45,-0.72,4.7,2.0,1.7,0.0,1
1969,58.0,-0.62,-0.72,4.7,2.0,1.7,0.0,1
1970,58.23,-0.5,-0.74,4.7,2.0,1.78,0.0,1
1976,59.84,-0.45,-0.82,4.7,2.0,1.7,0.0,1
1976,80.96,3.1,-1.0,4.7,2.0,1.7,3.14,1
1977,60.02,-0.88,-0.21,4.74,2.02,1.42,0.0,1
1977,75.15,3.26,-0.55,4.79,2.03,1.4,3.14,1
1987,13.81,3.26,0.37,4.84,2.38,1.7,3.14,1
1987,60.53,-0.82,-0.24,4.7,2.0,1.7,0.0,1
1987,62.1,2.89,-0.14,4.7,2.0,1.7,3.14,1
1990,43.65,2.72,-0.26,4.74,2.02,1.46,3.09,1
1990,60.61,-0.72,-0.44,4.73,2.09,1.87,-0.02,1
1996,7.18,2.95,0.23,4.11,2.0,1.32,3.14,1
1996,60.08,-0.5,-1.0,4.7,2.0,1.7,0.0,1
1998,59.64,-0.63,0.03,4.7,2.0,1.7,0.0,1
1998,54.97,3.3,0.02,4.7,2.0,1.7,3.14,1
2000,43.17,3.4,-0.13,4.7,2.0,1.7,3.14,1
2000,59.21,-0.37,-0.26,4.7,2.0,1.7,0.0,1
2003,25.38,3.2,0.16,4.7,2.0,1.7,0.0,1
2003,58.38,-0.63,-0.67,4.7,2.0,1.7,0.0,1
2004,13.37,3.3,0.41,4.7,2.12,1.7,-0.0,1
2004,57.78,-0.41,-0.73,4.7,2.0,1.7,0.0,1
2006,57.08,-0.53,0.28,4.7,2.0,1.7,0.0,1
2007,56.88,-0.3,-1.15,4.7,2.0,1.7,0.0,1
2009,56.12,-0.29,-1.21,4.7,2.0,1.75,0.0,1
2009,45.22,3.57,-1.0,4.7,2.0,1.7,0.0,1
2014,17.42,3.49,0.44,5.46,2.11,1.7,3.14,1
2014,54.9,-0.15,0.63,4.7,2.0,1.84,0.0,1
2015,11.81,3.55,0.43,5.43,2.34,1.7,3.14,1
2015,54.55,-0.03,-0.64,4.7,2.0,1.7,0.0,1
2015,60.39,4.34,-1.0,4.7,2.0,1.7,3.14,1
2015,115.21,11.05,-0.04,4.7,2.0,1.7,3.32,1
2026,43.26,-0.01,0.66,4.7,2.0,1.84,0.0,1
2026,44.7,4.19,0.5,4.7,2.0,1.7,3.14,1
2026,81.49,3.03,1.01,4.7,2.0,1.7,3.14,1
2030,26.92,4.17,0.19,4.7,2.0,1.7,3.12,1
2030,37.31,-0.07,0.56,4.7,2.0,1.7,0.0,1
2032,57.65,0.09,-0.03,4.7,2.0,1.7,0.0,1
2033,57.66,-0.02,-0.9,4.7,2.0,1.7,0.0,1
2034,57.71,0.03,-0.25,4.71,2.03,1.42,-0.01,1
2035,57.58,-0.0,-0.79,4.7,2.0,1.7,0.0,1
2036,57.1,0.04,-0.72,4.7,2.0,1.7,0.0,1
2037,57.02,0.18,-0.11,4.7,2.0,1.7,0.0,1
2038,56.9,0.05,-0.27,4.7,2.0,1.7,0.0,1
2039,56.8,0.04,-0.81,4.74,2.01,1.43,-0.0,1
2040,56.51,-0.03,-0.6,4.7,2.0,1.7,0.0,1
2041,56.26,0.14,-1.15,4.7,2.0,1.7,0.0,1
2042,56.21,-0.13,-0.73,4.74,1.78,1.55,0.01,1
2043,55.86,-0.14,-0.82,4.7,2.02,1.7,0.0,1
2044,55.71,-0.16,-0.49,4.7,2.0,1.7,0.0,1
2044,46.92,4.79,-0.5,1.6,0.44,1.64,3.14,6
2045,55.26,-0.23,-0.53,4.7,2.0,1.9,0.0,1
2046,55.26,-0.35,-1.18,4.7,2.0,1.76,0.0,1
2046,38.35,4.65,-0.4,1.88,0.59,1.33,3.14,6
2047,52.36,-0.25,-1.14,4.7,2.0,1.7,0.0,1
2048,52.26,-0.24,-0.36,4.7,2.0,1.7,0.0,1
2049,50.72,-0.68,-0.01,4.7,2.0,1.7,0.0,1
2050,50.58,-0.66,-0.98,4.7,2.0,1.7,0.0,1
2051,50.37,-0.64,-0.38,4.7,2.0,1.7,0.0,1
2052,50.23,-0.81,-1.0,4.7,2.0,1.7,0.0,1
2053,50.11,-0.97,-0.5,4.72,1.8,1.67,-0.05,1
2054,50.0,-0.93,-0.45,4.7,2.0,1.7,0.0,1
2055,49.91,-0.98,-0.33,4.7,2.0,1.7,0.0,1
2056,49.62,-1.09,-1.0,4.7,2.0,1.7,0.0,1
2057,49.21,-1.45,-0.02,4.7,2.0,1.7,0.0,1
2058,49.16,-1.64,-1.0,4.7,2.0,1.7,0.0,1
2059,49.13,-1.87,0.77,4.7,2.0,2.29,-0.06,1
2060,49.11,-1.98,-0.72,4.7,2.0,1.7,-0.03,1
2061,49.07,-2.25,0.47,4.7,2.0,1.7,-0.06,1
2062,49.11,-2.51,-0.49,4.74,1.76,1.64,-0.11,1
2063,49.07,-2.6,0.74,4.7,2.0,2.24,-0.09,1
2064,48.96,-2.86,0.13,4.7,2.0,1.7,-0.12,1
2065,48.86,-3.03,1.07,4.7,2.0,1.7,-0.09,1
2066,48.87,-3.24,0.78,4.7,2.0,2.08,-0.09,1
2067,48.75,-3.18,1.19,4.7,2.0,1.7,-0.06,1
2068,48.21,-3.55,1.1,4.7,2.0,1.7,-0.12,1
2069,48.16,-3.58,1.58,4.7,2.0,1.7,-0.12,1
2070,47.85,-3.67,1.02,4.7,2.0,1.7,-0.12,1
2071,47.79,-3.58,1.5,4.7,2.0,1.7,-0.09,1
2072,47.49,-3.56,1.55,4.7,2.0,1.7,-0.09,1
2073,44.19,-4.34,1.12,4.7,2.0,1.7,-0.15,1
2074,44.09,-4.72,0.97,4.78,1.74,1.4,-0.27,1
2075,43.96,-4.42,1.15,4.7,2.0,1.7,-0.15,1
2076,43.71,-4.37,0.81,4.7,2.0,1.7,-0.12,1
2077,43.74,-4.33,1.04,4.7,2.0,1.7,-0.09,1
2078,43.52,-3.67,0.84,4.7,2.0,1.84,-0.06,1
2079,43.58,-3.52,1.2,4.7,2.0,2.01,-0.12,1
2080,43.59,-3.47,0.97,4.77,1.73,1.41,-0.17,1
2081,43.63,-2.93,1.08,4.7,2.0,1.7,-0.06,1
2082,43.87,-2.28,1.11,4.7,2.0,1.7,-0.09,1
2084,44.87,-0.5,0.99,4.75,1.81,1.43,0.0,1
2084,49.77,2.97,1.07,4.72,1.77,1.53,3.07,1
2085,42.36,3.26,0.12,4.7,2.0,1.7,3.14,1
2085,44.95,-0.65,0.53,4.7,2.0,1.7,0.0,1
2086,35.16,3.37,0.52,4.75,1.97,1.54,3.15,1
2086,45.09,-0.56,0.95,4.71,1.79,1.4,-0.02,1
2087,26.46,3.41,0.35,4.79,1.94,1.44,3.12,1
2087,45.27,-0.5,0.95,4.77,1.79,1.42,0.01,1
2089,43.92,14.76,-0.18,4.7,2.0,1.7,3.23,1
2089,14.86,13.24,0.14,4.7,2.0,1.7,3.22,1
2091,34.01,11.97,-0.08,4.7,2.0,1.7,3.2,1
2091,129.92,4.23,4.11,4.7,2.0,1.7,0.03,1
2104,64.31,-0.65,-0.24,4.7,2.21,1.7,0.0,1
2104,76.58,2.66,0.76,8.18,2.7,3.5,0.0,9
2106,58.88,-0.98,-0.82,4.91,2.3,1.85,0.0,1
2106,68.87,2.53,-0.34,6.61,2.73,2.97,0.0,9
2107,57.9,-1.05,-0.59,4.76,2.08,1.93,-0.02,1
2107,67.81,2.47,0.68,6.74,2.58,2.25,-0.02,1
2132,28.47,-0.56,0.59,4.7,2.08,1.7,0.0,1
2132,28.36,3.39,1.19,7.06,2.72,3.02,0.0,9
2135,24.1,-0.72,0.48,4.7,2.08,1.7,-0.06,1
2135,23.87,3.48,1.41,8.27,2.75,3.5,0.03,9
2135,37.72,-9.05,0.53,4.7,2.0,1.7,-1.56,1
2139,16.91,3.5,0.61,6.76,2.81,2.09,0.04,9
2139,18.54,-0.95,0.36,4.7,2.08,1.7,-0.15,1
2188,29.57,8.3,0.23,4.72,1.66,1.46,3.09,1
2188,31.16,-4.03,0.29,4.76,1.97,1.72,-0.01,1
2188,34.47,-0.11,0.33,4.73,1.81,1.81,-0.01,1
2188,48.31,-4.4,-0.07,4.42,1.7,1.47,-0.02,1
2205,20.93,-0.3,0.47,4.7,2.0,1.7,0.0,1
2205,30.11,-3.79,0.38,4.7,2.06,1.7,0.0,1
2205,46.93,-4.51,0.35,4.7,2.06,1.7,0.0,1
2220,12.09,-4.27,0.47,4.7,2.05,1.7,0.01,1
2220,28.85,-3.92,0.68,4.7,2.0,1.7,0.0,1
2220,42.09,14.95,0.51,4.7,2.0,1.7,3.14,1
2220,48.03,5.96,1.08,4.7,2.0,1.7,0.0,1
2220,56.01,-0.56,1.19,4.7,2.0,1.79,0.0,1
2220,68.72,5.89,1.23,4.7,2.0,1.7,0.0,1
2220,57.94,-4.16,1.24,4.7,2.18,1.84,0.0,1
2228,37.77,7.91,-0.75,4.7,2.0,1.7,3.14,1
2229,33.91,7.66,-0.48,4.7,2.0,1.7,3.2,1
2230,30.08,7.44,-0.68,4.7,2.0,1.6,3.17,1
2275,61.42,-0.41,0.3,4.7,2.0,1.7,0.0,1
2276,61.1,-0.36,1.27,4.7,2.0,2.02,0.0,1
2277,60.83,-0.43,0.38,4.7,2.05,1.7,0.0,1
2278,60.47,-0.45,1.31,4.7,2.11,1.93,0.0,1
2279,60.24,-0.44,0.61,4.7,2.0,2.11,0.0,1
2280,59.96,-0.44,1.31,4.7,2.0,1.93,0.0,1
2281,59.78,-0.31,-0.24,4.7,2.0,1.7,0.0,1
2282,59.49,-0.32,1.3,4.7,2.0,1.79,0.0,1
2283,59.28,-0.36,-0.17,4.7,2.06,1.7,0.0,1
2284,59.08,-0.28,0.56,4.7,2.0,2.07,0.0,1
2285,58.85,-0.19,-0.26,4.73,1.98,1.44,0.07,1
2286,58.53,-0.43,0.61,4.7,2.0,1.98,0.0,1
2287,58.26,-0.34,-0.54,4.7,2.08,1.98,0.0,1
2289,57.88,-0.53,1.25,4.73,1.95,1.78,0.03,1
2291,57.35,-0.53,1.27,4.7,2.0,1.78,0.0,1
2292,57.26,-0.55,-0.06,4.7,2.09,1.7,0.0,1
2293,56.51,-0.81,0.16,4.7,2.13,1.7,0.0,1
2294,56.18,-0.93,1.19,4.7,2.14,1.76,0.0,1
2295,56.0,-0.99,1.2,4.72,2.0,1.72,0.01,1
2296,55.81,-1.01,0.56,4.7,2.06,1.95,0.0,1
2299,54.58,-1.91,0.11,4.7,2.21,1.7,-0.03,1
2326,44.55,-0.71,0.18,4.7,2.0,1.7,0.0,1
2326,63.53,-2.87,-0.31,4.7,2.0,1.7,0.0,1
2327,44.15,-0.78,0.48,4.7,2.0,2.28,-0.02,1
2327,62.93,-2.87,-0.1,4.7,2.0,1.7,0.0,1
2328,43.89,-0.68,-0.05,4.7,2.0,1.7,0.0,1
2328,62.39,-2.97,-0.85,4.7,2.0,1.7,-0.03,1
2329,43.6,-0.64,0.46,4.7,2.0,2.35,0.0,1
2329,61.92,-2.79,-0.3,4.7,2.0,1.7,0.0,1
2330,43.19,-0.39,-0.18,4.7,2.0,1.93,0.0,1
2330,61.45,-2.79,-0.81,4.7,2.0,1.7,-0.06,1
2331,42.97,-0.12,0.68,4.7,2.0,2.01,0.0,1
2331,61.1,-2.4,0.14,4.7,2.0,1.82,0.0,1
2332,42.69,0.15,0.23,4.7,2.0,1.7,-0.05,1
2332,60.75,-2.43,0.29,4.7,2.0,1.7,-0.08,1
2333,42.53,0.29,0.73,4.7,2.0,1.9,0.0,1
2333,60.43,-2.28,0.35,4.7,2.0,2.04,0.0,1
2334,42.27,0.52,-0.18,4.7,2.0,1.93,0.0,1
2334,60.09,-2.28,-0.42,4.7,2.0,1.7,-0.03,1
2335,41.94,1.16,0.61,4.7,2.0,1.87,0.0,1
2335,59.39,-1.95,-0.24,4.7,2.0,1.7,0.0,1
2336,41.89,1.39,-0.02,4.76,1.92,1.48,-0.0,1
2336,59.25,-2.0,-0.86,4.74,1.75,1.46,-0.02,1
2337,41.67,1.55,0.62,4.7,2.0,1.88,0.0,1
2337,59.1,-1.83,-0.27,4.7,2.0,1.7,0.0,1
2337,218.85,-19.58,-1.0,4.7,2.0,1.7,0.0,1
2338,41.7,1.8,-0.02,4.77,1.82,1.48,0.01,1
2338,58.87,-1.93,-0.83,4.78,1.74,1.5,-0.05,1
2339,41.56,1.93,0.41,4.7,2.0,2.25,0.0,1
2339,58.74,-1.89,-0.39,4.7,2.0,1.7,0.0,1
2340,41.45,2.16,0.06,4.7,2.0,1.7,0.0,1
2340,58.64,-2.03,-0.69,4.7,2.0,1.7,-0.06,1
2341,41.46,2.24,0.62,4.78,1.96,1.79,6.28,1
2341,58.55,-1.9,-0.26,4.76,1.85,1.43,-0.01,1
2342,41.38,2.49,-0.08,4.7,2.0,1.7,0.0,1
2342,58.33,-2.02,-0.76,4.7,2.0,1.7,-0.06,1
2343,41.36,2.48,0.45,4.7,2.0,2.16,0.0,1
2343,58.33,-2.07,-0.08,4.7,2.0,1.7,-0.06,1
2344,41.3,2.62,-0.16,4.7,2.0,1.79,0.0,1
2344,58.21,-2.11,-0.82,4.7,2.0,1.7,-0.06,1
2345,41.31,2.66,0.51,4.7,2.0,2.15,0.0,1
2345,58.18,-2.05,0.18,4.7,2.0,1.7,0.0,1
2346,41.5,2.9,0.63,4.7,2.09,1.78,0.0,1
2346,58.05,-2.01,-0.35,4.7,2.0,1.7,0.0,1
2347,41.55,2.72,0.22,4.7,2.0,1.87,-0.03,1
2347,58.09,-2.07,-1.0,4.7,2.0,1.7,-0.03,1
2347,212.85,-14.32,-1.43,4.7,2.0,1.7,-0.03,1
2348,41.55,2.79,0.6,4.7,2.0,1.84,-0.04,1
2348,58.14,-2.14,0.01,4.7,2.0,2.01,-0.03,1
2349,41.63,2.83,0.01,4.7,2.0,1.7,-0.05,1
2349,58.07,-2.06,-0.76,4.7,2.0,1.7,-0.05,1
2350,41.78,2.83,0.61,4.71,1.95,1.83,-0.02,1
2350,58.14,-2.17,0.01,4.7,1.73,1.96,-0.11,1
2351,41.84,2.92,-0.19,4.7,2.0,1.85,-0.03,1
2351,58.08,-1.89,-1.0,4.7,2.0,1.7,-0.03,1
2351,211.42,-11.02,-1.0,4.7,2.0,1.7,0.0,1
2352,42.19,2.88,0.47,5.31,2.0,2.17,-0.03,1
2352,58.05,-1.85,-0.39,4.7,2.0,1.7,-0.06,1
2353,42.13,3.02,0.04,4.7,2.0,1.7,-0.03,1
2353,58.07,-1.63,-0.94,4.7,2.0,1.7,0.0,1
2354,42.26,3.11,0.63,4.7,2.05,1.85,0.0,1
2354,57.86,-1.28,-0.14,4.7,2.0,1.7,0.0,1
2355,42.45,3.03,-0.1,4.7,2.0,1.7,-0.06,1
2355,57.89,-1.31,-0.75,4.7,2.0,1.7,0.0,1
2356,42.67,3.11,0.63,4.7,2.0,1.9,-0.02,1
2356,57.76,-1.11,0.63,4.7,2.0,1.9,-0.02,1
2357,42.82,3.24,0.04,4.7,2.0,1.7,0.0,1
2357,57.65,-0.76,-0.22,4.7,2.0,1.7,0.0,1
2358,43.04,3.37,0.74,4.7,2.0,1.87,0.0,1
2358,57.48,-0.75,0.86,4.7,2.0,1.7,0.0,1
2359,43.74,3.48,0.15,4.7,2.0,1.7,0.0,1
2359,57.03,-0.38,-0.08,4.7,2.0,1.7,0.0,1
2360,44.0,3.47,0.8,4.7,2.0,1.7,0.0,1
2360,56.87,-0.48,0.86,4.7,2.0,1.7,-0.03,1
2361,44.26,3.63,0.01,4.7,2.0,1.7,0.0,1
2361,56.79,-0.38,-0.6,4.7,2.0,1.7,-0.01,1
2362,44.56,3.78,0.72,4.7,2.0,1.9,0.0,1
2362,56.72,-0.43,0.65,4.7,2.0,1.7,0.0,1
2363,44.88,3.79,-0.2,4.7,2.0,2.01,0.0,1
2363,56.51,-0.42,-0.65,4.7,2.0,1.7,0.0,1
2364,56.36,-0.46,0.01,4.7,2.0,1.88,0.0,1
2364,45.16,3.75,0.45,4.7,2.0,2.41,0.0,1
2365,45.48,3.72,0.28,4.7,2.0,1.7,0.0,1
2365,56.26,-0.57,0.24,4.7,2.0,1.7,-0.03,1
2366,45.81,3.81,0.15,4.7,2.0,1.7,0.0,1
2366,56.16,-0.58,-0.02,4.7,2.0,1.7,0.01,1
2367,45.9,3.87,-0.22,4.7,2.0,2.1,0.0,1
2367,56.05,-0.93,-0.43,4.7,2.0,1.7,-0.06,1
2368,55.84,-0.75,1.2,4.7,2.0,1.81,0.0,1
2368,46.39,3.97,1.08,4.7,2.0,1.7,0.0,1
2369,46.82,3.92,-0.01,4.7,2.0,1.7,-0.03,1
2369,55.72,-0.78,-0.44,4.7,2.0,1.7,-0.05,1
2370,47.14,4.03,1.12,4.7,2.05,1.7,0.0,1
2370,55.64,-0.82,1.17,4.7,2.0,1.7,0.0,1
2371,49.0,3.92,0.19,4.7,2.0,1.7,0.0,1
2371,55.14,-0.93,-0.53,4.7,2.0,1.9,0.0,1
2372,49.47,3.94,1.06,4.76,1.88,1.52,-0.03,1
2372,55.1,-0.91,1.05,4.74,1.74,1.41,-0.02,1
2373,49.75,4.12,-0.45,4.7,2.0,1.7,0.0,1
2373,54.96,-0.96,-0.64,4.7,2.0,1.7,-0.03,1
2374,50.18,4.14,1.1,4.7,2.08,1.7,0.0,1
2374,54.96,-0.91,1.1,4.7,2.0,1.7,0.0,1
2375,50.54,4.2,0.08,4.7,2.0,1.7,0.0,1
2375,54.88,-0.87,-0.02,4.7,2.0,1.7,0.0,1
2376,50.84,3.97,0.51,4.7,1.82,1.7,-0.05,1
2376,54.79,-0.9,0.55,4.73,1.64,1.82,-0.05,1
2377,54.69,-0.91,-0.27,4.7,2.0,1.7,0.0,1
2377,51.17,4.06,-0.33,4.7,2.0,1.7,0.0,1
2378,54.5,-1.05,1.17,4.7,2.0,1.76,0.0,1
2378,51.38,4.02,0.82,4.7,2.0,2.22,0.0,1
2379,54.52,-1.07,-0.68,4.7,2.0,1.7,0.0,1
2379,51.57,3.95,-0.53,4.7,2.0,1.81,-0.06,1
2380,51.86,4.12,0.51,4.7,2.0,1.83,0.0,1
2380,54.5,-1.03,0.16,4.7,2.0,1.7,0.0,1
2381,52.01,3.96,0.07,4.7,2.0,1.8,0.0,1
2381,54.34,-1.07,0.17,4.7,2.0,1.7,0.0,1
2382,54.08,-0.93,-0.53,4.7,2.0,1.87,0.0,1
2382,52.26,3.94,-0.48,4.7,2.0,1.7,-0.03,1
2383,52.15,3.88,0.51,4.7,2.0,1.85,0.0,1
2383,53.98,-0.85,-0.02,4.7,2.0,1.88,0.0,1
2384,53.91,-0.83,-0.55,4.7,2.0,1.86,0.0,1
2384,52.04,3.93,-0.26,4.7,2.0,2.33,0.0,1
2385,52.05,3.83,1.12,4.7,2.0,1.7,0.0,1
2385,53.81,-0.87,0.61,4.7,2.0,1.7,0.0,1
2386,53.67,-0.88,0.01,4.7,2.0,1.7,0.0,1
2386,51.95,3.92,0.05,4.7,2.0,1.7,0.0,1
2387,53.7,-0.8,0.59,4.7,2.0,1.7,0.0,1
2387,51.83,3.62,0.83,4.7,2.0,2.24,0.0,1
2388,51.67,3.58,0.32,4.7,2.0,2.21,0.0,1
2388,53.59,-0.9,0.28,4.7,2.0,2.36,0.0,1
2389,51.51,3.73,0.78,4.7,2.0,2.32,0.0,1
2389,53.44,-0.65,0.48,4.7,2.0,1.98,0.0,1
2390,53.44,-0.78,0.23,4.7,2.0,1.7,0.0,1
2390,51.26,3.65,0.49,4.7,2.0,1.88,0.0,1
2391,51.08,3.66,1.14,4.7,2.0,1.7,0.0,1
2391,53.2,-0.77,1.13,4.7,2.0,1.7,0.0,1
2392,50.87,3.76,0.04,4.7,2.0,1.7,0.0,1
2392,53.28,-0.59,-0.12,4.7,2.0,1.7,0.02,1
2393,53.04,-0.5,0.55,4.7,2.0,1.82,0.0,1
2393,50.61,3.9,0.51,4.7,2.0,1.76,0.0,1
2394,50.44,3.78,-0.49,4.7,2.0,1.7,0.0,1
2394,52.99,-0.56,-1.0,4.7,2.0,1.7,0.0,1
2394,191.92,-1.62,-2.49,4.7,2.0,1.7,0.0,1
2395,52.64,-0.43,-0.58,4.7,2.0,1.7,0.0,1
2395,49.81,3.92,-0.52,4.7,2.0,1.7,0.0,1
2396,52.58,-0.33,0.42,4.7,2.0,1.7,0.0,1
2396,49.73,3.97,0.73,4.7,2.18,2.28,0.0,1
2398,49.56,3.87,0.29,4.7,2.0,2.26,0.0,1
2398,52.39,-0.33,-0.01,4.7,2.0,1.86,0.0,1
2399,52.31,-0.24,-0.46,4.7,2.0,1.7,0.0,1
2399,49.39,4.0,-0.49,4.7,2.0,1.7,0.0,1
2400,52.21,-0.18,0.01,4.7,2.0,1.7,0.0,1
2400,49.31,4.01,0.08,4.7,2.0,1.7,0.0,1
2401,52.11,-0.31,-0.6,4.7,2.0,1.7,0.0,1
2401,49.25,4.05,-0.48,4.7,2.0,1.7,0.0,1
2402,49.21,3.96,0.53,4.7,2.0,1.7,0.0,1
2402,52.12,-0.22,0.55,4.7,2.0,1.82,0.0,1
2403,49.22,4.11,-0.02,4.7,2.0,1.7,0.0,1
2403,52.07,-0.26,-0.28,4.7,2.0,1.7,0.0,1
2404,51.93,-0.21,-0.26,4.7,2.0,1.32,0.0,1
2404,49.16,4.05,-0.02,4.7,2.0,1.75,0.0,1
2405,49.13,4.14,-0.48,4.7,2.0,1.7,0.0,1
2405,51.88,-0.26,-0.69,4.7,2.0,1.7,0.0,1
2407,51.87,-0.33,-0.57,4.7,2.0,1.7,0.0,1
2407,49.43,4.25,-0.51,4.7,2.0,1.7,0.0,1
2408,51.93,-0.29,-0.02,4.7,2.0,1.76,0.0,1
2408,49.62,4.22,0.5,4.7,2.0,1.7,0.0,1
2410,49.96,4.38,-0.45,4.7,2.0,1.82,0.0,1
2410,52.02,-0.4,-0.69,4.7,2.0,1.7,0.0,1
2411,51.99,-0.45,0.05,4.7,2.0,1.7,0.0,1
2411,50.15,4.26,0.05,4.7,2.0,1.7,0.0,1
2412,52.1,-0.5,-0.69,4.7,2.0,1.7,0.0,1
2412,50.23,4.29,-0.51,4.7,2.0,1.7,0.0,1
2413,52.24,-0.4,0.53,4.7,2.0,1.7,0.0,1
2413,50.45,4.32,0.78,4.7,2.0,2.14,0.0,1
2414,50.55,4.17,-0.39,4.7,2.0,1.78,-0.06,1
2414,52.23,-0.42,-0.6,4.7,2.0,1.7,0.0,1
2415,52.29,-0.38,-0.05,4.7,2.0,1.7,0.0,1
2415,50.87,4.17,0.51,4.7,2.0,1.84,0.0,1
2416,52.24,-0.49,-0.71,4.7,1.88,1.59,0.0,1
2416,51.22,4.12,-0.51,4.79,1.84,1.71,0.0,1
2417,52.37,-0.57,-0.05,4.7,2.0,1.7,0.0,1
2417,51.37,3.97,0.14,4.7,2.0,1.7,0.0,1
2418,52.53,-0.52,-0.6,4.7,2.0,1.7,0.0,1
2418,52.1,3.91,-0.53,4.7,2.0,1.78,0.0,1
2419,52.73,-0.38,-0.12,4.71,1.88,1.51,0.04,1
2419,52.32,3.84,0.01,4.71,1.9,1.77,-0.02,1
2420,52.6,3.85,-0.54,4.7,2.0,1.76,0.0,1
2420,52.79,-0.49,-0.6,4.7,2.0,1.7,0.0,1
2421,52.98,3.8,0.53,4.71,1.9,1.77,-0.0,1
2421,52.92,-0.42,0.53,4.75,1.78,1.76,-0.0,1
2422,52.94,-0.52,-1.0,4.7,2.0,1.7,0.0,1
2422,53.12,3.86,-0.72,4.7,2.0,2.26,0.0,1
2423,53.09,-0.54,-0.42,4.7,2.0,1.7,0.0,1
2423,53.56,3.68,0.07,4.7,2.0,1.7,0.0,1
2424,53.82,3.67,-0.45,4.7,2.0,1.7,-0.03,1
2424,53.24,-0.6,-0.46,4.7,2.0,1.7,-0.03,1
2425,53.28,-0.38,-0.24,4.7,2.0,1.7,0.0,1
2425,54.2,3.7,0.07,4.7,2.06,2.01,0.0,1
2426,53.37,-0.56,-0.69,4.7,2.0,1.7,-0.03,1
2426,54.42,3.7,-0.55,4.7,2.0,1.93,-0.03,1
2427,53.51,-0.53,-0.49,4.7,2.0,1.7,0.0,1
2427,54.86,3.69,0.09,4.7,2.0,1.7,0.0,1
2428,53.67,-0.56,-0.69,4.7,2.0,1.7,0.0,1
2428,55.14,3.7,-0.3,4.7,2.0,1.7,0.0,1
2429,53.84,-0.52,0.45,4.7,2.0,1.7,0.0,1
2429,55.48,3.63,0.6,4.7,2.0,1.93,0.0,1
2430,54.68,-0.58,-0.11,4.7,2.0,1.7,0.0,1
2430,56.94,3.63,-0.14,4.7,2.0,1.7,0.0,1
2431,54.86,-0.61,-0.63,4.7,2.0,1.7,0.0,1
2431,57.31,3.46,-0.72,4.7,2.0,1.7,0.0,1
2432,55.24,-0.58,-0.28,4.79,1.74,1.28,0.01,1
2432,57.77,3.66,-0.23,4.75,1.59,1.47,-0.02,1
2433,55.35,-0.8,-0.5,4.7,2.0,1.7,-0.03,1
2433,58.05,3.55,-0.44,4.7,2.11,1.7,0.0,1
2434,55.79,-0.67,0.55,4.7,2.0,1.93,0.0,1
2434,58.3,3.45,0.9,4.7,2.08,2.57,0.0,1
2435,56.03,-0.74,-0.66,4.7,2.0,1.7,-0.02,1
2435,58.75,3.53,-0.76,4.7,2.0,1.7,-0.03,1
2436,56.31,-0.71,-0.21,4.7,2.0,1.7,0.01,1
2436,59.1,3.48,0.19,4.7,2.0,1.7,0.02,1
2437,56.79,-0.72,-0.81,4.71,1.8,1.42,0.01,1
2437,59.47,3.53,-0.86,4.78,2.02,1.47,0.01,1
2439,57.43,-0.67,-0.94,4.7,2.0,1.7,0.0,1
2439,60.17,3.5,-0.88,4.7,2.15,1.7,0.0,1
2440,57.84,-0.61,-0.6,4.7,2.0,1.99,0.0,1
2440,60.61,3.5,0.22,4.7,2.0,1.7,0.0,1
2441,60.84,3.66,-0.64,4.72,1.93,1.44,-0.0,1
2441,58.01,-0.74,-0.81,4.29,1.72,1.51,-0.02,1
2442,58.54,-0.64,-0.4,4.7,2.0,1.7,0.0,1
2442,61.25,3.66,-0.26,4.7,2.0,1.7,0.0,1
2443,60.04,-0.63,-0.3,4.7,2.0,1.7,0.0,1
2443,62.73,3.47,0.41,4.78,2.17,1.7,0.0,1
2443,173.7,-6.72,-1.0,4.7,2.0,1.7,0.0,1
2444,60.44,-0.76,-0.85,4.7,2.0,1.7,0.0,1
2444,63.15,3.49,-0.33,4.7,2.0,1.7,0.0,1
2445,60.73,-0.79,0.29,4.7,2.0,1.7,0.0,1
2445,63.43,3.31,0.38,4.7,2.0,1.7,0.0,1
2446,61.11,-0.92,-0.8,4.7,2.0,1.7,0.0,1
2446,63.91,3.2,-0.36,4.7,2.0,1.7,0.0,1
